experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
0,Amazon-Ratings,GCN,8,64,1,0
1,Amazon-Ratings,GCN,8,64,1,1
2,Amazon-Ratings,GCN,8,64,1,2
3,Amazon-Ratings,GCN,8,64,1,3
4,Amazon-Ratings,GCN,8,64,1,4
5,Amazon-Ratings,GCN,8,64,1,5
6,Amazon-Ratings,GCN,8,64,1,6
7,Amazon-Ratings,GCN,8,64,1,7
8,Amazon-Ratings,GCN,8,64,1,8
9,Amazon-Ratings,GCN,8,64,1,9
10,Amazon-Ratings,GCN,8,128,1,0
11,Amazon-Ratings,GCN,8,128,1,1
12,Amazon-Ratings,GCN,8,128,1,2
13,Amazon-Ratings,GCN,8,128,1,3
14,Amazon-Ratings,GCN,8,128,1,4
15,Amazon-Ratings,GCN,8,128,1,5
16,Amazon-Ratings,GCN,8,128,1,6
17,Amazon-Ratings,GCN,8,128,1,7
18,Amazon-Ratings,GCN,8,128,1,8
19,Amazon-Ratings,GCN,8,128,1,9
20,Amazon-Ratings,GCN,16,64,1,0
21,Amazon-Ratings,GCN,16,64,1,1
22,Amazon-Ratings,GCN,16,64,1,2
23,Amazon-Ratings,GCN,16,64,1,3
24,Amazon-Ratings,GCN,16,64,1,4
25,Amazon-Ratings,GCN,16,64,1,5
26,Amazon-Ratings,GCN,16,64,1,6
27,Amazon-Ratings,GCN,16,64,1,7
28,Amazon-Ratings,GCN,16,64,1,8
29,Amazon-Ratings,GCN,16,64,1,9
30,Amazon-Ratings,GCN,16,128,1,0
31,Amazon-Ratings,GCN,16,128,1,1
32,Amazon-Ratings,GCN,16,128,1,2
33,Amazon-Ratings,GCN,16,128,1,3
34,Amazon-Ratings,GCN,16,128,1,4
35,Amazon-Ratings,GCN,16,128,1,5
36,Amazon-Ratings,GCN,16,128,1,6
37,Amazon-Ratings,GCN,16,128,1,7
38,Amazon-Ratings,GCN,16,128,1,8
39,Amazon-Ratings,GCN,16,128,1,9
40,Amazon-Ratings,GCN,32,64,1,0
41,Amazon-Ratings,GCN,32,64,1,1
42,Amazon-Ratings,GCN,32,64,1,2
43,Amazon-Ratings,GCN,32,64,1,3
44,Amazon-Ratings,GCN,32,64,1,4
45,Amazon-Ratings,GCN,32,64,1,5
46,Amazon-Ratings,GCN,32,64,1,6
47,Amazon-Ratings,GCN,32,64,1,7
48,Amazon-Ratings,GCN,32,64,1,8
49,Amazon-Ratings,GCN,32,64,1,9
50,Amazon-Ratings,GCN,32,128,1,0
51,Amazon-Ratings,GCN,32,128,1,1
52,Amazon-Ratings,GCN,32,128,1,2
53,Amazon-Ratings,GCN,32,128,1,3
54,Amazon-Ratings,GCN,32,128,1,4
55,Amazon-Ratings,GCN,32,128,1,5
56,Amazon-Ratings,GCN,32,128,1,6
57,Amazon-Ratings,GCN,32,128,1,7
58,Amazon-Ratings,GCN,32,128,1,8
59,Amazon-Ratings,GCN,32,128,1,9
60,Amazon-Ratings,GAT,8,64,1,0
61,Amazon-Ratings,GAT,8,64,1,1
62,Amazon-Ratings,GAT,8,64,1,2
63,Amazon-Ratings,GAT,8,64,1,3
64,Amazon-Ratings,GAT,8,64,1,4
65,Amazon-Ratings,GAT,8,64,1,5
66,Amazon-Ratings,GAT,8,64,1,6
67,Amazon-Ratings,GAT,8,64,1,7
68,Amazon-Ratings,GAT,8,64,1,8
69,Amazon-Ratings,GAT,8,64,1,9
70,Amazon-Ratings,GAT,8,128,1,0
71,Amazon-Ratings,GAT,8,128,1,1
72,Amazon-Ratings,GAT,8,128,1,2
73,Amazon-Ratings,GAT,8,128,1,3
